,JobNum,RunNum,ComputeNodeType,NumComputeNodes,ComputeNodeCost,BigMemNodeType,NumBigMemNodes,BigMemNodeCost,GPUNodeType,NumGPUNodes,GPUNodeCost,TotalMem,TotalCPUs,TotalGPUs,AvgQueueTime,AvgTurnaroundTime,AvgCPUsInUse,AvgCPUsInUsePercent,AvgGPUsInUse,AvgGPUsInUsePercent,AvgMemInUse,AvgMemInUsePercent,ElapsedSimulationSeconds,JobsTimedOut,JobsFailed,JobsCompleted,JobsTotal
0,8814881,2437,ComputeNode3,42,8298,BigMemNode2,16,12450,GPUNode14,5,89670,29696000000,4032,40,601.23,3587.18,1306.5027279490782,32.40334146699102,24.325769474525366,60.81442368631341,2685.6731632774367,9.043888615562489,145163,8903,101,15748,24752
1,8814881,1693,ComputeNode4,46,9516,BigMemNode1,14,11112,GPUNode9,8,50225,39936000000,3792,32,18586.42,21273.53,29.60606782106447,0.7807507336778605,3.716919435818202,11.61537323693188,80.00178205964932,0.20032497510929814,6463802,8976,10,15766,24752
2,8825948,1074,ComputeNode2,7,8178,BigMemNode1,44,11112,GPUNode14,5,89670,51200000000,1544,40,482.4,3461.38,555.6267138860946,35.98618613251908,24.3299480494426,60.8248701236065,2686.162757189749,5.246411635136228,145137,8899,101,15752,24752
3,8825948,673,ComputeNode3,46,8298,BigMemNode1,19,11112,GPUNode9,8,50225,33280000000,3912,32,19297.31,21977.19,37.20862506889128,0.9511407226199203,3.810396298308149,11.907488432212967,82.00752181643062,0.24641683238110162,6305224,8949,8,15795,24752
4,8825948,1833,ComputeNode2,39,8178,BigMemNode2,14,12450,GPUNode15,5,100000,39424000000,2152,40,770.16,3745.76,630.8468921884737,29.314446663033166,23.920076137318123,59.80019034329531,2640.946356063933,6.698829028165414,147627,8910,101,15741,24752
5,8825948,2204,ComputeNode4,53,9516,BigMemNode1,4,11112,GPUNode14,5,89670,33792000000,3808,40,642.15,3621.14,1306.5936550583858,34.311808168550044,24.327332851090215,60.81833212772554,2685.8520946850354,7.948189200654106,145154,8903,101,15748,24752
6,8814881,1054,ComputeNode1,59,6960,BigMemNode1,17,11112,GPUNode15,4,100000,36608000000,2080,32,1410.78,4379.51,546.0138523190387,26.250665976876864,24.025384578749346,75.0793268085917,2652.630344933674,7.246040059368647,146978,8905,90,15757,24752
7,8814881,2917,ComputeNode3,64,8298,BigMemNode2,2,12450,GPUNode10,8,54695,22528000000,4736,32,21266.59,23929.11,55.22566093394532,1.1660823676931023,3.7578445947901082,11.743264358719088,80.87795930617784,0.35901082788608774,6393414,8958,8,15786,24752
8,8814881,2034,ComputeNode2,65,8178,BigMemNode2,5,12450,GPUNode15,4,100000,42496000000,2136,32,1291.92,4264.1,551.4185475350905,25.81547507186753,24.225162246340023,75.70363201981257,2674.6752673840692,6.293945941698205,145765,8906,90,15756,24752
9,8814881,2599,ComputeNode1,38,6960,BigMemNode2,14,12450,GPUNode6,14,39820,31232000000,2704,28,12235.46,14918.62,17.94325463712643,0.6635819022605928,3.0432912267315557,10.868897238326984,65.62434494333154,0.21011893232367934,7879286,8940,20,15792,24752
