,JobNum,RunNum,ComputeNodeType,NumComputeNodes,ComputeNodeCost,BigMemNodeType,NumBigMemNodes,BigMemNodeCost,GPUNodeType,NumGPUNodes,GPUNodeCost,TotalMem,TotalCPUs,TotalGPUs,AvgQueueTime,AvgTurnaroundTime,AvgCPUsInUse,AvgCPUsInUsePercent,AvgGPUsInUse,AvgGPUsInUsePercent,AvgMemInUse,AvgMemInUsePercent,ElapsedSimulationSeconds,JobsTimedOut,JobsFailed,JobsCompleted,JobsTotal
0,8851501,139,ComputeNode4,48,9516,BigMemNode1,44,11112,GPUNode9,1,50225,69888000000,4192,4,21388.15,23804.75,113.07309142444053,2.6973542801631805,2.976027724877535,74.40069312193837,352.79632769244375,0.504802437746743,1013962,8092,101,14207,22400
1,8860779,97,ComputeNode4,58,9516,BigMemNode2,25,12450,GPUNode3,3,43950,58368000000,5504,3,23170.94,23962.68,136.74295389325937,2.4844286681188112,2.9220803748887634,97.40267916295878,431.9006547543677,0.7399613739623898,900106,8912,97,15698,24707
2,8851501,400,ComputeNode4,23,9516,BigMemNode2,45,12450,GPUNode3,5,43950,62976000000,4672,5,23999.05,24922.03,179.46033042247947,3.8411885792482767,3.944319967972267,78.88639935944533,440.7284171105996,0.6998355200562112,879237,8824,101,15578,24503
3,8851501,376,ComputeNode4,58,9516,BigMemNode2,18,12450,GPUNode3,5,43950,53248000000,5184,5,24211.34,25393.8,107.66451539667335,2.07686179391731,1.9874227232782293,39.748454465564585,222.39527133870416,0.41765938878212167,1568065,7900,102,13860,21862
4,8851501,252,ComputeNode3,5,8298,BigMemNode2,70,12450,GPUNode6,2,39820,73984000000,4928,4,23678.05,25772.77,40.791025755491866,0.8277399706877409,0.9998277862101229,24.99569465525307,113.87463474642222,0.15391792109972727,2990468,7664,102,13436,21202
5,8851501,194,ComputeNode4,84,9516,BigMemNode1,13,11112,GPUNode9,1,50225,56576000000,5752,4,26364.75,27241.26,265.4267857645932,4.6145129653093395,3.8075645847419426,95.18911461854856,665.6346330352235,1.1765318033003809,567935,8598,100,15101,23799
6,8866545,30,ComputeNode3,88,8298,BigMemNode1,8,11112,GPUNode1,6,29150,32256000000,6208,6,20793.54,22898.3,216.6976111279105,3.4906187359521668,3.833647186161232,63.894119769353864,450.63030834839697,1.3970433666554964,770530,7852,98,13783,21733
7,8851501,145,ComputeNode3,21,8298,BigMemNode2,54,12450,GPUNode1,5,29150,61952000000,5120,5,23014.71,25174.06,191.19953718830706,3.7343659607091224,4.847018505007825,96.9403701001565,547.3560994508083,0.8835164311899669,670250,8307,102,14618,23027
8,8851501,283,ComputeNode3,45,8298,BigMemNode2,47,12450,GPUNode6,1,39820,60160000000,5952,2,27292.3,27584.04,83.21067253320064,1.3980287723992042,1.976120963252418,98.8060481626209,212.58178892501692,0.35336068637802015,1675946,8081,97,14210,22388
9,8851501,81,ComputeNode3,94,8298,BigMemNode1,10,11112,GPUNode2,3,33620,35840000000,6448,3,19778.53,22404.58,323.0023153543207,5.009341119018621,2.9375058479283447,97.91686159761149,663.254940450657,1.8505997222395563,587814,8904,102,15746,24752
10,8851501,50,ComputeNode3,101,8298,BigMemNode2,11,12450,GPUNode8,1,23480,37376000000,7192,4,29095.57,28983.56,217.15782670406543,3.019435855173324,3.93970415715203,98.49260392880075,448.76738460113546,1.2006832849987572,828547,8430,94,14734,23258
11,8851501,255,ComputeNode2,26,8178,BigMemNode2,59,12450,GPUNode7,1,50150,74752000000,4464,2,21813.89,22751.13,82.46590657460969,1.8473545379616867,1.981392050755738,99.0696025377869,215.9572434403155,0.2888982815714837,1607699,7895,95,13973,21963
12,8851501,193,ComputeNode3,27,8298,BigMemNode2,48,12450,GPUNode3,4,43950,60160000000,5056,4,23587.14,25326.25,224.615347748171,4.442550390588825,3.7158247487127807,92.89561871781952,661.580740378541,1.0997020285547556,527881,7932,97,13904,21933
13,8851501,142,ComputeNode1,21,6960,BigMemNode2,60,12450,GPUNode2,3,33620,68352000000,4536,3,24692.79,26436.46,153.33004331463468,3.3802919601991768,2.936909185790816,97.89697285969386,431.010144201204,0.6305742980471735,887228,8727,96,15371,24194
14,8866545,37,ComputeNode3,91,8298,BigMemNode2,15,12450,GPUNode10,1,54695,39168000000,6848,4,21522.4,23863.83,207.62862768665047,3.0319601005644055,3.6891599155862607,92.22899788965651,535.9010784934383,1.368211495336597,643970,7777,96,13643,21516
15,8851501,284,ComputeNode2,44,8178,BigMemNode2,47,12450,GPUNode10,1,54695,71168000000,4128,4,24323.84,25650.46,141.75325533637331,3.4339451389625317,3.866246495396563,96.65616238491408,434.81356308686026,0.6109677988518158,874563,8652,100,15232,23984
16,8851501,86,ComputeNode3,88,8298,BigMemNode2,17,12450,GPUNode9,1,50225,40192000000,6784,4,23981.3,24450.81,191.15007394957283,2.817660288171769,2.576722421801707,64.41806054504268,391.2146906557372,0.9733645766713206,961465,8524,101,15016,23641
17,8851501,57,ComputeNode3,85,8298,BigMemNode2,14,12450,GPUNode1,4,29150,37120000000,6592,4,26515.32,28386.1,207.38444375315103,3.1460018773232865,3.9194512083927786,97.98628020981947,428.0841276812957,1.1532438784517662,839006,8147,91,14251,22489
18,8851501,229,ComputeNode4,78,9516,BigMemNode1,19,11112,GPUNode3,1,43950,60416000000,5512,1,27326.32,27213.26,248.87312895784993,4.5151148214414,0.8570218934474236,85.70218934474237,639.8600649409473,1.0590904146930404,582228,8452,104,14911,23467
19,8851501,407,ComputeNode2,19,8178,BigMemNode2,62,12450,GPUNode2,2,33620,74240000000,4552,2,20550.98,21832.43,149.5909084225801,3.2862677597227616,1.861519251627818,93.0759625813909,427.05162608590734,0.5752311773786467,884158,8606,95,15122,23823
20,8860779,90,ComputeNode3,28,8298,BigMemNode2,59,12450,GPUNode4,2,14730,68096000000,5616,4,21175.05,23759.03,211.48343615056115,3.76573070068663,2.4505087991909775,61.26271997977444,467.408303985603,0.6863961230991587,838542,8898,106,15748,24752
21,8860779,41,ComputeNode2,4,8178,BigMemNode2,76,12450,GPUNode4,1,14730,80128000000,4984,2,23686.94,24779.31,172.9311889565696,3.469726905228122,1.9645532997002133,98.22766498501066,442.02500456561484,0.5516486179183492,879291,8873,102,15688,24663
22,8851501,371,ComputeNode1,66,6960,BigMemNode2,39,12450,GPUNode9,1,50225,57088000000,4144,4,19238.42,21286.37,108.9624704079577,2.6294032434352728,2.9708022144008983,74.27005536002245,337.8208074185856,0.5917544972999327,1097000,8429,109,14858,23396
23,8866545,39,ComputeNode3,76,8298,BigMemNode1,17,11112,GPUNode3,4,43950,40960000000,5528,4,22481.52,24486.31,131.3481491976972,2.3760519029974168,2.976270399905667,74.40675999764169,342.89927712823436,0.8371564383013533,1051597,8180,107,14343,22630
24,8851501,88,ComputeNode3,91,8298,BigMemNode2,15,12450,GPUNode9,1,50225,38912000000,6848,4,21382.45,23315.6,163.78329756602966,2.3916953499712275,2.9908166345779383,74.77041586444845,336.4966698685355,0.8647632346539255,1096438,8422,108,14779,23309
25,8851501,303,ComputeNode3,15,8298,BigMemNode2,54,12450,GPUNode2,6,33620,62208000000,4800,6,21728.36,22434.5,239.47569108940277,4.989076897695891,5.551318436526687,92.52197394211144,629.4136162478783,1.0117888635671912,593012,8462,103,14900,23465
26,8860779,33,ComputeNode4,52,9516,BigMemNode1,37,11112,GPUNode3,2,43950,66560000000,4344,2,24921.77,27020.85,101.31668249937354,2.332336153300496,1.9657349679668186,98.28674839834093,351.8273530671845,0.5285867684302652,1069515,8509,109,14997,23615
27,8866545,102,ComputeNode4,86,9516,BigMemNode1,7,11112,GPUNode2,3,33620,52736000000,5864,3,22292.23,23862.54,83.54113496089109,1.4246441841898208,1.9732445778141061,65.77481926047021,209.62882273840896,0.39750611107859707,1607561,7632,90,13365,21087
28,8851501,59,ComputeNode3,97,8298,BigMemNode1,8,11112,GPUNode5,3,35350,33792000000,6592,6,22740.66,24685.4,200.7281575281989,3.0450266615321433,4.798368693337976,79.97281155563294,543.103167912355,1.6071945073163916,643287,7919,102,13901,21922
29,8851501,227,ComputeNode1,65,6960,BigMemNode2,38,12450,GPUNode5,2,35350,56064000000,4120,4,23831.96,25332.64,91.80117481341435,2.228183854694523,1.9927501399225003,49.818753498062506,230.61945680244622,0.4113503438970574,1493683,7710,99,13512,21321
30,8866545,94,ComputeNode4,49,9516,BigMemNode1,43,11112,GPUNode10,1,54695,69632000000,4232,4,21671.9,23464.0,150.73401855323192,3.5617679242257068,3.8597164467933527,96.49291116983382,448.0371172966447,0.6434356578823597,791667,8019,102,14035,22156
31,8851501,130,ComputeNode3,61,8298,BigMemNode1,35,11112,GPUNode7,2,50150,53504000000,4872,4,21828.61,23553.08,198.52118415958967,4.074736949088458,3.813519210761898,95.33798026904745,542.6504625856063,1.0142241002272845,661295,8125,104,14237,22466
